CARRIER_NAME,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_COUNTRY_NAME,DEST,DEST_CITY_NAME,DEST_COUNTRY_NAME,PASSENGER
American Airlines Inc.,SFO,"San Francisco, CA",United States,MIA,"Miami, FL",United States,TRUE
Air Canada,SFO,"San Francisco, CA",United States,YYZ,"Toronto, Canada",Canada,TRUE
Air Canada,SFO,"San Francisco, CA",United States,YYZ,"Toronto, Canada",Canada,TRUE
Compagnie Natl Air France,SFO,"San Francisco, CA",United States,CDG,"Paris, France",France,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,ICN,"Seoul, South Korea",South Korea,TRUE
Air Canada,SFO,"San Francisco, CA",United States,YYZ,"Toronto, Canada",Canada,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,CUN,"Cancun, Mexico",Mexico,TRUE
Air Canada,SFO,"San Francisco, CA",United States,YYZ,"Toronto, Canada",Canada,TRUE
Alaska Airlines Inc.,SFO,"San Francisco, CA",United States,PSP,"Palm Springs, CA",United States,TRUE
Virgin America,SFO,"San Francisco, CA",United States,IAD,"Washington, DC",United States,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,LHR,"London, United Kingdom",United Kingdom,TRUE
Southwest Airlines Co.,SFO,"San Francisco, CA",United States,PHX,"Phoenix, AZ",United States,TRUE
China Eastern Airlines,SFO,"San Francisco, CA",United States,PVG,"Shanghai, China",China,TRUE
Virgin America,SFO,"San Francisco, CA",United States,PSP,"Palm Springs, CA",United States,TRUE
SkyWest Airlines Inc.,SFO,"San Francisco, CA",United States,SMF,"Sacramento, CA",United States,TRUE
Scandinavian Airlines Sys.,SFO,"San Francisco, CA",United States,CPH,"Copenhagen, Denmark",Denmark,TRUE
Delta Air Lines Inc.,SFO,"San Francisco, CA",United States,BOS,"Boston, MA",United States,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,SYD,"Sydney, Australia",Australia,TRUE
Virgin America,SFO,"San Francisco, CA",United States,FLL,"Fort Lauderdale, FL",United States,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,MEX,"Mexico City, Mexico",Mexico,TRUE
SkyWest Airlines Inc.,SFO,"San Francisco, CA",United States,SLC,"Salt Lake City, UT",United States,TRUE
Hawaiian Airlines Inc.,SFO,"San Francisco, CA",United States,OGG,"Kahului, HI",United States,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,HNL,"Honolulu, HI",United States,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,SEA,"Seattle, WA",United States,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,IAH,"Houston, TX",United States,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,SYD,"Sydney, Australia",Australia,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,LHR,"London, United Kingdom",United Kingdom,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,TLV,"Tel Aviv, Israel",Israel,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,KOA,"Kona, HI",United States,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,LAS,"Las Vegas, NV",United States,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,SAN,"San Diego, CA",United States,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,PDX,"Portland, OR",United States,TRUE
Klm Royal Dutch Airlines,SFO,"San Francisco, CA",United States,AMS,"Amsterdam, Netherlands",Netherlands,FALSE
Korean Air Lines Co. Ltd.,SFO,"San Francisco, CA",United States,ICN,"Seoul, South Korea",South Korea,TRUE
Compagnie Natl Air France,SFO,"San Francisco, CA",United States,CDG,"Paris, France",France,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,HND,"Tokyo, Japan",Japan,TRUE
American Airlines Inc.,SFO,"San Francisco, CA",United States,ORD,"Chicago, IL",United States,TRUE
SkyWest Airlines Inc.,SFO,"San Francisco, CA",United States,BOI,"Boise, ID",United States,TRUE
Air Canada,SFO,"San Francisco, CA",United States,YYZ,"Toronto, Canada",Canada,TRUE
Singapore Airlines Ltd.,SFO,"San Francisco, CA",United States,HKG,"Hong Kong, Hong Kong",Hong Kong,TRUE
SkyWest Airlines Inc.,SFO,"San Francisco, CA",United States,SMF,"Sacramento, CA",United States,TRUE
Sun Country Airlines d/b/a MN Airlines,SFO,"San Francisco, CA",United States,MSP,"Minneapolis, MN",United States,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,SEA,"Seattle, WA",United States,TRUE
Compania Panamena (Copa),SFO,"San Francisco, CA",United States,PTY,"Panama City, Panama",Panama,TRUE
Air Canada,SFO,"San Francisco, CA",United States,YYZ,"Toronto, Canada",Canada,TRUE
Compania Panamena (Copa),SFO,"San Francisco, CA",United States,PTY,"Panama City, Panama",Panama,TRUE
Singapore Airlines Ltd.,SFO,"San Francisco, CA",United States,SIN,"Singapore, Singapore",Singapore,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,AKL,"Auckland, New Zealand",New Zealand,TRUE
SkyWest Airlines Inc.,SFO,"San Francisco, CA",United States,SMF,"Sacramento, CA",United States,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,HND,"Tokyo, Japan",Japan,TRUE
Delta Air Lines Inc.,SFO,"San Francisco, CA",United States,DTW,"Detroit, MI",United States,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,PVG,"Shanghai, China",China,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,ORD,"Chicago, IL",United States,TRUE
SkyWest Airlines Inc.,SFO,"San Francisco, CA",United States,SLC,"Salt Lake City, UT",United States,TRUE
SkyWest Airlines Inc.,SFO,"San Francisco, CA",United States,DFW,"Dallas/Fort Worth, TX",United States,TRUE
Alaska Airlines Inc.,SFO,"San Francisco, CA",United States,SEA,"Seattle, WA",United States,TRUE
Air Canada,SFO,"San Francisco, CA",United States,YVR,"Vancouver, Canada",Canada,TRUE
Qantas Airways Ltd.,SFO,"San Francisco, CA",United States,SYD,"Sydney, Australia",Australia,TRUE
Korean Air Lines Co. Ltd.,SFO,"San Francisco, CA",United States,ICN,"Seoul, South Korea",South Korea,TRUE
China Southern Airlines,SFO,"San Francisco, CA",United States,CAN,"Guangzhou, China",China,FALSE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,HKG,"Hong Kong, Hong Kong",Hong Kong,TRUE
British Airways Plc,SFO,"San Francisco, CA",United States,LHR,"London, United Kingdom",United Kingdom,TRUE
Scandinavian Airlines Sys.,SFO,"San Francisco, CA",United States,CPH,"Copenhagen, Denmark",Denmark,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,TLV,"Tel Aviv, Israel",Israel,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,CDG,"Paris, France",France,TRUE
Scandinavian Airlines Sys.,SFO,"San Francisco, CA",United States,CPH,"Copenhagen, Denmark",Denmark,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,LHR,"London, United Kingdom",United Kingdom,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,NRT,"Tokyo, Japan",Japan,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,HNL,"Honolulu, HI",United States,TRUE
Virgin America,SFO,"San Francisco, CA",United States,AUS,"Austin, TX",United States,TRUE
JetBlue Airways,SFO,"San Francisco, CA",United States,FLL,"Fort Lauderdale, FL",United States,TRUE
Delta Air Lines Inc.,SFO,"San Francisco, CA",United States,SLC,"Salt Lake City, UT",United States,TRUE
Air Canada,SFO,"San Francisco, CA",United States,YYZ,"Toronto, Canada",Canada,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,SYD,"Sydney, Australia",Australia,TRUE
Southwest Airlines Co.,SFO,"San Francisco, CA",United States,PDX,"Portland, OR",United States,TRUE
SkyWest Airlines Inc.,SFO,"San Francisco, CA",United States,BOI,"Boise, ID",United States,TRUE
Turk Hava Yollari A.O.,SFO,"San Francisco, CA",United States,IST,"Istanbul, Turkey",Turkey,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,DEN,"Denver, CO",United States,TRUE
Virgin America,SFO,"San Francisco, CA",United States,DAL,"Dallas, TX",United States,TRUE
JetBlue Airways,SFO,"San Francisco, CA",United States,LAS,"Las Vegas, NV",United States,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,YVR,"Vancouver, Canada",Canada,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,YVR,"Vancouver, Canada",Canada,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,SIN,"Singapore, Singapore",Singapore,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,KOA,"Kona, HI",United States,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,IAD,"Washington, DC",United States,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,PVG,"Shanghai, China",China,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,SYD,"Sydney, Australia",Australia,TRUE
Compass Airlines,SFO,"San Francisco, CA",United States,SEA,"Seattle, WA",United States,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,HND,"Tokyo, Japan",Japan,TRUE
Alaska Airlines Inc.,SFO,"San Francisco, CA",United States,SEA,"Seattle, WA",United States,TRUE
SkyWest Airlines Inc.,SFO,"San Francisco, CA",United States,BOI,"Boise, ID",United States,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,IAH,"Houston, TX",United States,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,HND,"Tokyo, Japan",Japan,TRUE
Frontier Airlines Inc.,SFO,"San Francisco, CA",United States,IAH,"Houston, TX",United States,TRUE
Frontier Airlines Inc.,SFO,"San Francisco, CA",United States,DEN,"Denver, CO",United States,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,IAD,"Washington, DC",United States,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,DEN,"Denver, CO",United States,TRUE
Virgin America,SFO,"San Francisco, CA",United States,FLL,"Fort Lauderdale, FL",United States,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,SIN,"Singapore, Singapore",Singapore,TRUE
Qantas Airways Ltd.,SFO,"San Francisco, CA",United States,SYD,"Sydney, Australia",Australia,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,SIN,"Singapore, Singapore",Singapore,TRUE
Southwest Airlines Co.,SFO,"San Francisco, CA",United States,PDX,"Portland, OR",United States,TRUE
Virgin America,SFO,"San Francisco, CA",United States,AUS,"Austin, TX",United States,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,PDX,"Portland, OR",United States,TRUE
Virgin America,SFO,"San Francisco, CA",United States,FLL,"Fort Lauderdale, FL",United States,TRUE
Delta Air Lines Inc.,SFO,"San Francisco, CA",United States,SLC,"Salt Lake City, UT",United States,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,HND,"Tokyo, Japan",Japan,TRUE
Compagnie Natl Air France,SFO,"San Francisco, CA",United States,CDG,"Paris, France",France,TRUE
Taca International Airlines,SFO,"San Francisco, CA",United States,SAL,"San Salvador, El Salvador",El Salvador,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,IAD,"Washington, DC",United States,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,YVR,"Vancouver, Canada",Canada,TRUE
Lufthansa German Airlines,SFO,"San Francisco, CA",United States,MUC,"Munich, Germany",Germany,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,IAD,"Washington, DC",United States,TRUE
Southwest Airlines Co.,SFO,"San Francisco, CA",United States,MDW,"Chicago, IL",United States,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,LAX,"Los Angeles, CA",United States,TRUE
Air Canada,SFO,"San Francisco, CA",United States,YVR,"Vancouver, Canada",Canada,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,LHR,"London, United Kingdom",United Kingdom,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,MEX,"Mexico City, Mexico",Mexico,TRUE
Air Berlin PLC and CO,SFO,"San Francisco, CA",United States,DUS,"Dusseldorf, Germany",Germany,TRUE
Japan Air Lines Co. Ltd.,SFO,"San Francisco, CA",United States,HND,"Tokyo, Japan",Japan,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,CDG,"Paris, France",France,TRUE
Singapore Airlines Ltd.,SFO,"San Francisco, CA",United States,SIN,"Singapore, Singapore",Singapore,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,LAS,"Las Vegas, NV",United States,TRUE
Delta Air Lines Inc.,SFO,"San Francisco, CA",United States,BOS,"Boston, MA",United States,TRUE
Virgin America,SFO,"San Francisco, CA",United States,IAD,"Washington, DC",United States,TRUE
SkyWest Airlines Inc.,SFO,"San Francisco, CA",United States,BOI,"Boise, ID",United States,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,IAH,"Houston, TX",United States,TRUE
Aer Lingus Plc,SFO,"San Francisco, CA",United States,DUB,"Dublin, Ireland",Ireland,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,PDX,"Portland, OR",United States,TRUE
All Nippon Airways Co.,SFO,"San Francisco, CA",United States,NRT,"Tokyo, Japan",Japan,TRUE
Air Berlin PLC and CO,SFO,"San Francisco, CA",United States,DUS,"Dusseldorf, Germany",Germany,TRUE
SkyWest Airlines Inc.,SFO,"San Francisco, CA",United States,BUR,"Burbank, CA",United States,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,LAS,"Las Vegas, NV",United States,TRUE
Qantas Airways Ltd.,SFO,"San Francisco, CA",United States,SYD,"Sydney, Australia",Australia,TRUE
JetBlue Airways,SFO,"San Francisco, CA",United States,LAS,"Las Vegas, NV",United States,TRUE
Delta Air Lines Inc.,SFO,"San Francisco, CA",United States,SLC,"Salt Lake City, UT",United States,TRUE
Virgin America,SFO,"San Francisco, CA",United States,SEA,"Seattle, WA",United States,TRUE
All Nippon Airways Co.,SFO,"San Francisco, CA",United States,NRT,"Tokyo, Japan",Japan,TRUE
Virgin America,SFO,"San Francisco, CA",United States,AUS,"Austin, TX",United States,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,IAH,"Houston, TX",United States,TRUE
Japan Air Lines Co. Ltd.,SFO,"San Francisco, CA",United States,HND,"Tokyo, Japan",Japan,TRUE
Southwest Airlines Co.,SFO,"San Francisco, CA",United States,MDW,"Chicago, IL",United States,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,SAN,"San Diego, CA",United States,TRUE
Singapore Airlines Ltd.,SFO,"San Francisco, CA",United States,SIN,"Singapore, Singapore",Singapore,TRUE
SkyWest Airlines Inc.,SFO,"San Francisco, CA",United States,SLC,"Salt Lake City, UT",United States,TRUE
Compania Panamena (Copa),SFO,"San Francisco, CA",United States,PTY,"Panama City, Panama",Panama,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,PDX,"Portland, OR",United States,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,LIH,"Lihue, HI",United States,TRUE
Southwest Airlines Co.,SFO,"San Francisco, CA",United States,DEN,"Denver, CO",United States,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,SIN,"Singapore, Singapore",Singapore,TRUE
American Airlines Inc.,SFO,"San Francisco, CA",United States,MIA,"Miami, FL",United States,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,MCO,"Orlando, FL",United States,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,HND,"Tokyo, Japan",Japan,TRUE
Delta Air Lines Inc.,SFO,"San Francisco, CA",United States,SLC,"Salt Lake City, UT",United States,TRUE
Frontier Airlines Inc.,SFO,"San Francisco, CA",United States,DEN,"Denver, CO",United States,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,SAN,"San Diego, CA",United States,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,FRA,"Frankfurt, Germany",Germany,TRUE
Asiana Airlines Inc.,SFO,"San Francisco, CA",United States,ICN,"Seoul, South Korea",South Korea,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,CDG,"Paris, France",France,TRUE
Singapore Airlines Ltd.,SFO,"San Francisco, CA",United States,SIN,"Singapore, Singapore",Singapore,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,CUN,"Cancun, Mexico",Mexico,TRUE
Virgin Atlantic Airways,SFO,"San Francisco, CA",United States,LHR,"London, United Kingdom",United Kingdom,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,SEA,"Seattle, WA",United States,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,LHR,"London, United Kingdom",United Kingdom,TRUE
Delta Air Lines Inc.,SFO,"San Francisco, CA",United States,DTW,"Detroit, MI",United States,TRUE
SkyWest Airlines Inc.,SFO,"San Francisco, CA",United States,SLC,"Salt Lake City, UT",United States,TRUE
JetBlue Airways,SFO,"San Francisco, CA",United States,LAS,"Las Vegas, NV",United States,TRUE
Southwest Airlines Co.,SFO,"San Francisco, CA",United States,BUR,"Burbank, CA",United States,TRUE
Southwest Airlines Co.,SFO,"San Francisco, CA",United States,DAL,"Dallas, TX",United States,TRUE
Singapore Airlines Ltd.,SFO,"San Francisco, CA",United States,HKG,"Hong Kong, Hong Kong",Hong Kong,TRUE
Aer Lingus Plc,SFO,"San Francisco, CA",United States,DUB,"Dublin, Ireland",Ireland,TRUE
Hawaiian Airlines Inc.,SFO,"San Francisco, CA",United States,HNL,"Honolulu, HI",United States,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,AUS,"Austin, TX",United States,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,LIH,"Lihue, HI",United States,TRUE
Singapore Airlines Ltd.,SFO,"San Francisco, CA",United States,SIN,"Singapore, Singapore",Singapore,TRUE
SkyWest Airlines Inc.,SFO,"San Francisco, CA",United States,SEA,"Seattle, WA",United States,TRUE
Scandinavian Airlines Sys.,SFO,"San Francisco, CA",United States,CPH,"Copenhagen, Denmark",Denmark,TRUE
Aer Lingus Plc,SFO,"San Francisco, CA",United States,DUB,"Dublin, Ireland",Ireland,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,ORD,"Chicago, IL",United States,TRUE
Delta Air Lines Inc.,SFO,"San Francisco, CA",United States,BOS,"Boston, MA",United States,TRUE
Delta Air Lines Inc.,SFO,"San Francisco, CA",United States,MSP,"Minneapolis, MN",United States,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,HNL,"Honolulu, HI",United States,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,CDG,"Paris, France",France,TRUE
Compania Panamena (Copa),SFO,"San Francisco, CA",United States,PTY,"Panama City, Panama",Panama,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,CLE,"Cleveland, OH",United States,TRUE
Virgin Atlantic Airways,SFO,"San Francisco, CA",United States,LHR,"London, United Kingdom",United Kingdom,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,SEA,"Seattle, WA",United States,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,ORD,"Chicago, IL",United States,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,BOS,"Boston, MA",United States,TRUE
Qantas Airways Ltd.,SFO,"San Francisco, CA",United States,SYD,"Sydney, Australia",Australia,TRUE
Virgin America,SFO,"San Francisco, CA",United States,AUS,"Austin, TX",United States,TRUE
Delta Air Lines Inc.,SFO,"San Francisco, CA",United States,SLC,"Salt Lake City, UT",United States,TRUE
Klm Royal Dutch Airlines,SFO,"San Francisco, CA",United States,AMS,"Amsterdam, Netherlands",Netherlands,FALSE
Aer Lingus Plc,SFO,"San Francisco, CA",United States,DUB,"Dublin, Ireland",Ireland,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,YVR,"Vancouver, Canada",Canada,TRUE
Alaska Airlines Inc.,SFO,"San Francisco, CA",United States,SEA,"Seattle, WA",United States,TRUE
United Air Lines Inc.,SFO,"San Francisco, CA",United States,HND,"Tokyo, Japan",Japan,TRUE
