CARRIER_NAME,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_COUNTRY_NAME,DEST,DEST_CITY_NAME,DEST_COUNTRY_NAME,PASSENGER,INSTANCES
United Air Lines Inc.,PIT,"Pittsburgh, PA",United States,SFO,"San Francisco, CA",United States,True,35
United Air Lines Inc.,HKG,"Hong Kong, Hong Kong",Hong Kong,SFO,"San Francisco, CA",United States,True,43
"Jet Aviation Flight Services, Inc.",VNY,"Van Nuys, CA",United States,SFO,"San Francisco, CA",United States,True,5
Delta Air Lines Inc.,SAT,"San Antonio, TX",United States,SFO,"San Francisco, CA",United States,True,33
China Airlines Ltd.,TPE,"Taipei, Taiwan",Taiwan,SFO,"San Francisco, CA",United States,False,38
CFM Inc d/b/a Contour Airlines,TIW,"Tacoma, WA",United States,SFO,"San Francisco, CA",United States,True,1
SkyWest Airlines Inc.,IAH,"Houston, TX",United States,SFO,"San Francisco, CA",United States,True,101
London Air Services Limited,YVR,"Vancouver, Canada",Canada,SFO,"San Francisco, CA",United States,True,123
Kalitta Air LLC,YMX,"Montreal, Canada",Canada,SFO,"San Francisco, CA",United States,False,1
Delta Air Lines Inc.,BFI,"Seattle, WA",United States,SFO,"San Francisco, CA",United States,True,3
SkyWest Airlines Inc.,SBP,"San Luis Obispo, CA",United States,SFO,"San Francisco, CA",United States,True,12
Avjet Corporation,BFL,"Bakersfield, CA",United States,SFO,"San Francisco, CA",United States,True,30
United Air Lines Inc.,GIG,"Rio de Janeiro, Brazil",Brazil,SFO,"San Francisco, CA",United States,True,1
Aeromexico,GDL,"Guadalajara, Mexico",Mexico,SFO,"San Francisco, CA",United States,True,25
United Air Lines Inc.,LHR,"London, United Kingdom",United Kingdom,SFO,"San Francisco, CA",United States,True,84
United Air Lines Inc.,XIY,"Xi'an, China",China,SFO,"San Francisco, CA",United States,True,8
SkyWest Airlines Inc.,BNA,"Nashville, TN",United States,SFO,"San Francisco, CA",United States,True,51
Turk Hava Yollari A.O.,IST,"Istanbul, Turkey",Turkey,SFO,"San Francisco, CA",United States,True,12
"Jet Aviation Flight Services, Inc.",JAC,"Jackson, WY",United States,SFO,"San Francisco, CA",United States,True,15
Sun Country Airlines d/b/a MN Airlines,MZT,"Mazatlan, Mexico",Mexico,SFO,"San Francisco, CA",United States,True,2
SkyWest Airlines Inc.,XNA,"Fayetteville, AR",United States,SFO,"San Francisco, CA",United States,True,17
Federal Express Corporation,KIX,"Osaka, Japan",Japan,SFO,"San Francisco, CA",United States,False,21
"Jet Aviation Flight Services, Inc.",SNA,"Santa Ana, CA",United States,SFO,"San Francisco, CA",United States,True,82
United Air Lines Inc.,HGH,"Hangzhou, China",China,SFO,"San Francisco, CA",United States,True,11
VistaJet Limited,SYD,"Sydney, Australia",Australia,SFO,"San Francisco, CA",United States,True,27
United Air Lines Inc.,BZE,"Belize City, Belize",Belize,SFO,"San Francisco, CA",United States,True,1
Delta Air Lines Inc.,YEG,"Edmonton, Canada",Canada,SFO,"San Francisco, CA",United States,True,3
"Jet Aviation Flight Services, Inc.",LNK,"Lincoln, NE",United States,SFO,"San Francisco, CA",United States,True,2
China Airlines Ltd.,LAX,"Los Angeles, CA",United States,SFO,"San Francisco, CA",United States,False,331
China Southern Airlines,WUH,"Wuhan, China",China,SFO,"San Francisco, CA",United States,False,12
SkyWest Airlines Inc.,LAS,"Las Vegas, NV",United States,SFO,"San Francisco, CA",United States,True,153
"Jet Aviation Flight Services, Inc.",GUC,"Gunnison, CO",United States,SFO,"San Francisco, CA",United States,True,1
SkyWest Airlines Inc.,TUS,"Tucson, AZ",United States,SFO,"San Francisco, CA",United States,True,37
SkyWest Airlines Inc.,GJT,"Grand Junction, CO",United States,SFO,"San Francisco, CA",United States,True,4
VistaJet Limited,NGO,"Nagoya, Japan",Japan,SFO,"San Francisco, CA",United States,True,1
Aer Lingus Plc,DUB,"Dublin, Ireland",Ireland,SFO,"San Francisco, CA",United States,True,12
National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",India,SFO,"San Francisco, CA",United States,True,17
United Air Lines Inc.,FLL,"Fort Lauderdale, FL",United States,SFO,"San Francisco, CA",United States,True,55
SkyWest Airlines Inc.,DEN,"Denver, CO",United States,SFO,"San Francisco, CA",United States,True,221
SkyWest Airlines Inc.,BZN,"Bozeman, MT",United States,SFO,"San Francisco, CA",United States,True,24
SkyWest Airlines Inc.,HDN,"Hayden, CO",United States,SFO,"San Francisco, CA",United States,True,4
Delta Air Lines Inc.,DTW,"Detroit, MI",United States,SFO,"San Francisco, CA",United States,True,71
Avjet Corporation,TKF,"Truckee, CA",United States,SFO,"San Francisco, CA",United States,True,1
ACM AIR CHARTER GmbH,SCL,"Santiago, Chile",Chile,SFO,"San Francisco, CA",United States,True,1
Sun Country Airlines d/b/a MN Airlines,FNL,"Fort Collins/Loveland, CO",United States,SFO,"San Francisco, CA",United States,True,1
Avjet Corporation,BUR,"Burbank, CA",United States,SFO,"San Francisco, CA",United States,True,97
SkyWest Airlines Inc.,MFR,"Medford, OR",United States,SFO,"San Francisco, CA",United States,True,60
Federal Express Corporation,PHX,"Phoenix, AZ",United States,SFO,"San Francisco, CA",United States,False,147
Delta Air Lines Inc.,GEG,"Spokane, WA",United States,SFO,"San Francisco, CA",United States,True,22
Air Alsie A/S,OSL,"Oslo, Norway",Norway,SFO,"San Francisco, CA",United States,True,1
Swiss International Airlines,ZRH,"Zurich, Switzerland",Switzerland,SFO,"San Francisco, CA",United States,True,15
United Air Lines Inc.,LIH,"Lihue, HI",United States,SFO,"San Francisco, CA",United States,True,22
Atlas Air Inc.,AMS,"Amsterdam, Netherlands",Netherlands,SFO,"San Francisco, CA",United States,False,33
Sun Country Airlines d/b/a MN Airlines,HUX,"Santa Cruz/Huatulco, Mexico",Mexico,SFO,"San Francisco, CA",United States,True,3
Compania Panamena (Copa),PTY,"Panama City, Panama",Panama,SFO,"San Francisco, CA",United States,True,12
JetBlue Airways,GRR,"Grand Rapids, MI",United States,SFO,"San Francisco, CA",United States,True,1
United Air Lines Inc.,BDL,"Hartford, CT",United States,SFO,"San Francisco, CA",United States,True,7
Sky Lease Cargo,EWR,"Newark, NJ",United States,SFO,"San Francisco, CA",United States,False,73
Etihad Airways,AUH,"Abu Dhabi, United Arab Emirates",United Arab Emirates,SFO,"San Francisco, CA",United States,True,10
"Jet Aviation Flight Services, Inc.",FOK,"Westhampton, NY",United States,SFO,"San Francisco, CA",United States,True,2
SkyWest Airlines Inc.,MTJ,"Montrose/Delta, CO",United States,SFO,"San Francisco, CA",United States,True,5
SkyWest Airlines Inc.,RNO,"Reno, NV",United States,SFO,"San Francisco, CA",United States,True,75
VistaJet Limited,BTS,"Bratislava, Slovakia",Slovakia,SFO,"San Francisco, CA",United States,True,1
Atlas Air Inc.,PSM,"Portsmouth, NH",United States,SFO,"San Francisco, CA",United States,False,2
SkyWest Airlines Inc.,PSC,"Pasco/Kennewick/Richland, WA",United States,SFO,"San Francisco, CA",United States,True,13
Cargologicair Limited,MXP,"Milan, Italy",Italy,SFO,"San Francisco, CA",United States,False,2
SkyWest Airlines Inc.,OKC,"Oklahoma City, OK",United States,SFO,"San Francisco, CA",United States,True,19
Federal Express Corporation,IND,"Indianapolis, IN",United States,SFO,"San Francisco, CA",United States,False,51
Philippine Airlines Inc.,MNL,"Manila, Philippines",Philippines,SFO,"San Francisco, CA",United States,True,21
SkyWest Airlines Inc.,PSP,"Palm Springs, CA",United States,SFO,"San Francisco, CA",United States,True,120
Virgin Atlantic Airways,MAN,"Manchester, United Kingdom",United Kingdom,SFO,"San Francisco, CA",United States,True,13
Finnair Oy,HEL,"Helsinki, Finland",Finland,SFO,"San Francisco, CA",United States,True,4
United Air Lines Inc.,CTU,"Chengdu, China",China,SFO,"San Francisco, CA",United States,True,20
SkyWest Airlines Inc.,COS,"Colorado Springs, CO",United States,SFO,"San Francisco, CA",United States,True,9
United Air Lines Inc.,HND,"Tokyo, Japan",Japan,SFO,"San Francisco, CA",United States,True,28
SkyWest Airlines Inc.,SUN,"Sun Valley/Hailey/Ketchum, ID",United States,SFO,"San Francisco, CA",United States,True,11
Korean Air Lines Co. Ltd.,ATL,"Atlanta, GA",United States,SFO,"San Francisco, CA",United States,False,119
SkyWest Airlines Inc.,STS,"Santa Rosa, CA",United States,SFO,"San Francisco, CA",United States,True,7
United Air Lines Inc.,HNL,"Honolulu, HI",United States,SFO,"San Francisco, CA",United States,True,91
Chartright Air Inc.,YQB,"Quebec, Canada",Canada,SFO,"San Francisco, CA",United States,True,1
"Jet Aviation Flight Services, Inc.",SMO,"Santa Monica, CA",United States,SFO,"San Francisco, CA",United States,True,1
Western Global,SUU,"Fairfield, CA",United States,SFO,"San Francisco, CA",United States,False,1
SkyWest Airlines Inc.,ACV,"Arcata/Eureka, CA",United States,SFO,"San Francisco, CA",United States,True,35
VistaJet Limited,MUC,"Munich, Germany",Germany,SFO,"San Francisco, CA",United States,True,21
United Air Lines Inc.,PEK,"Beijing, China",China,SFO,"San Francisco, CA",United States,True,28
Delta Air Lines Inc.,SMF,"Sacramento, CA",United States,SFO,"San Francisco, CA",United States,True,61
SkyWest Airlines Inc.,IDA,"Idaho Falls, ID",United States,SFO,"San Francisco, CA",United States,True,1
United Air Lines Inc.,PVR,"Puerto Vallarta, Mexico",Mexico,SFO,"San Francisco, CA",United States,True,93
Avjet Corporation,PVU,"Provo, UT",United States,SFO,"San Francisco, CA",United States,True,1
"Jet Aviation Flight Services, Inc.",TEB,"Teterboro, NJ",United States,SFO,"San Francisco, CA",United States,True,10
SkyWest Airlines Inc.,FCA,"Kalispell, MT",United States,SFO,"San Francisco, CA",United States,True,9
"Jet Aviation Flight Services, Inc.",ASE,"Aspen, CO",United States,SFO,"San Francisco, CA",United States,True,10
SkyWest Airlines Inc.,GRI,"Grand Island, NE",United States,SFO,"San Francisco, CA",United States,True,1
"Jet Aviation Flight Services, Inc.",MDW,"Chicago, IL",United States,SFO,"San Francisco, CA",United States,True,23
United Air Lines Inc.,RDU,"Raleigh/Durham, NC",United States,SFO,"San Francisco, CA",United States,True,47
SkyWest Airlines Inc.,OTH,"North Bend/Coos Bay, OR",United States,SFO,"San Francisco, CA",United States,True,13
United Air Lines Inc.,FRA,"Frankfurt, Germany",Germany,SFO,"San Francisco, CA",United States,True,25
Alaska Airlines Inc.,SEA,"Seattle, WA",United States,SFO,"San Francisco, CA",United States,True,226
Federal Express Corporation,PDX,"Portland, OR",United States,SFO,"San Francisco, CA",United States,False,159
United Air Lines Inc.,CLE,"Cleveland, OH",United States,SFO,"San Francisco, CA",United States,True,36
SkyWest Airlines Inc.,EUG,"Eugene, OR",United States,SFO,"San Francisco, CA",United States,True,69
Philippine Airlines Inc.,SJU,"San Juan, PR",United States,SFO,"San Francisco, CA",United States,True,1
SkyWest Airlines Inc.,RDD,"Redding, CA",United States,SFO,"San Francisco, CA",United States,True,20
Avjet Corporation,AUS,"Austin, TX",United States,SFO,"San Francisco, CA",United States,True,88
Delta Air Lines Inc.,CLT,"Charlotte, NC",United States,SFO,"San Francisco, CA",United States,True,21
CFM Inc d/b/a Contour Airlines,SJC,"San Jose, CA",United States,SFO,"San Francisco, CA",United States,True,41
Air Berlin PLC and CO,DUS,"Dusseldorf, Germany",Germany,SFO,"San Francisco, CA",United States,True,5
VistaJet Limited,LTN,"London, United Kingdom",United Kingdom,SFO,"San Francisco, CA",United States,True,4
Lynden Air Cargo Airlines,SJD,"San Jose del Cabo, Mexico",Mexico,SFO,"San Francisco, CA",United States,False,93
SkyWest Airlines Inc.,OMA,"Omaha, NE",United States,SFO,"San Francisco, CA",United States,True,18
Compagnie Natl Air France,CDG,"Paris, France",France,SFO,"San Francisco, CA",United States,True,48
Blue Jet SP Z o o,LED,"St. Petersburg, Russia",Russia,SFO,"San Francisco, CA",United States,True,1
Volga-Dnepr Airlines,YYR,"Goose Bay, Canada",Canada,SFO,"San Francisco, CA",United States,False,1
Federal Express Corporation,MEM,"Memphis, TN",United States,SFO,"San Francisco, CA",United States,False,18
United Air Lines Inc.,KEF,"Keflavik/Reykjavik, Iceland",Iceland,SFO,"San Francisco, CA",United States,True,14
Unijet,BRU,"Brussels, Belgium",Belgium,SFO,"San Francisco, CA",United States,True,2
Volga-Dnepr Airlines,ANC,"Anchorage, AK",United States,SFO,"San Francisco, CA",United States,False,17
Chartright Air Inc.,YYZ,"Toronto, Canada",Canada,SFO,"San Francisco, CA",United States,True,61
Avjet Corporation,SBA,"Santa Barbara, CA",United States,SFO,"San Francisco, CA",United States,True,53
SkyWest Airlines Inc.,MMH,"Mammoth Lakes, CA",United States,SFO,"San Francisco, CA",United States,True,5
London Air Services Limited,YYC,"Calgary, Canada",Canada,SFO,"San Francisco, CA",United States,True,67
Lufthansa German Airlines,ORD,"Chicago, IL",United States,SFO,"San Francisco, CA",United States,False,171
Delta Air Lines Inc.,SBN,"South Bend, IN",United States,SFO,"San Francisco, CA",United States,True,1
Atlas Air Inc.,MEX,"Mexico City, Mexico",Mexico,SFO,"San Francisco, CA",United States,False,80
"Jet Aviation Flight Services, Inc.",YYJ,"Victoria, Canada",Canada,SFO,"San Francisco, CA",United States,True,17
Delta Air Lines Inc.,MKE,"Milwaukee, WI",United States,SFO,"San Francisco, CA",United States,True,15
SkyWest Airlines Inc.,TWF,"Twin Falls, ID",United States,SFO,"San Francisco, CA",United States,True,4
Virgin America,MSY,"New Orleans, LA",United States,SFO,"San Francisco, CA",United States,True,52
Miami Air International,CID,"Cedar Rapids/Iowa City, IA",United States,SFO,"San Francisco, CA",United States,True,1
United Air Lines Inc.,KOA,"Kona, HI",United States,SFO,"San Francisco, CA",United States,True,32
Delta Air Lines Inc.,MSP,"Minneapolis, MN",United States,SFO,"San Francisco, CA",United States,True,134
SkyWest Airlines Inc.,MSO,"Missoula, MT",United States,SFO,"San Francisco, CA",United States,True,8
United Air Lines Inc.,MSN,"Madison, WI",United States,SFO,"San Francisco, CA",United States,True,1
China Southern Airlines,CAN,"Guangzhou, China",China,SFO,"San Francisco, CA",United States,False,12
Atlas Air Inc.,CVG,"Cincinnati, OH",United States,SFO,"San Francisco, CA",United States,False,65
SkyWest Airlines Inc.,MRY,"Monterey, CA",United States,SFO,"San Francisco, CA",United States,True,20
Air Berlin PLC and CO,TXL,"Berlin, Germany",Germany,SFO,"San Francisco, CA",United States,True,5
United Air Lines Inc.,TPA,"Tampa, FL",United States,SFO,"San Francisco, CA",United States,True,33
Southwest Airlines Co.,DAL,"Dallas, TX",United States,SFO,"San Francisco, CA",United States,True,47
United Air Lines Inc.,AKL,"Auckland, New Zealand",New Zealand,SFO,"San Francisco, CA",United States,True,32
CFM Inc d/b/a Contour Airlines,TN8,"Nashville, TN",United States,SFO,"San Francisco, CA",United States,True,1
SkyWest Airlines Inc.,FAT,"Fresno, CA",United States,SFO,"San Francisco, CA",United States,True,40
United Air Lines Inc.,TLV,"Tel Aviv, Israel",Israel,SFO,"San Francisco, CA",United States,True,20
VistaJet Limited,PPT,"Papeete, French Polynesia",French Polynesia,SFO,"San Francisco, CA",United States,True,1
"Global Jet Luxembourg, Sa",FAB,"Farnborough, United Kingdom",United Kingdom,SFO,"San Francisco, CA",United States,True,3
Virgin America,PHL,"Philadelphia, PA",United States,SFO,"San Francisco, CA",United States,True,81
China Airlines Ltd.,DFW,"Dallas/Fort Worth, TX",United States,SFO,"San Francisco, CA",United States,False,95
SkyWest Airlines Inc.,ONT,"Ontario, CA",United States,SFO,"San Francisco, CA",United States,True,27
Korean Air Lines Co. Ltd.,ICN,"Seoul, South Korea",South Korea,SFO,"San Francisco, CA",United States,True,44
SkyWest Airlines Inc.,STL,"St. Louis, MO",United States,SFO,"San Francisco, CA",United States,True,70
Albinati Aeronautics SA,GVA,"Geneva, Switzerland",Switzerland,SFO,"San Francisco, CA",United States,True,3
SkyWest Airlines Inc.,RDM,"Bend/Redmond, OR",United States,SFO,"San Francisco, CA",United States,True,30
SkyWest Airlines Inc.,ABQ,"Albuquerque, NM",United States,SFO,"San Francisco, CA",United States,True,32
Avjet Corporation,HPN,"White Plains, NY",United States,SFO,"San Francisco, CA",United States,True,2
DCA,STR,"Stuttgart, Germany",Germany,SFO,"San Francisco, CA",United States,True,1
Blue Jet SP Z o o,VKO,"Moscow, Russia",Russia,SFO,"San Francisco, CA",United States,True,1
Air Pacific Ltd.,NAN,"Nadi, Fiji",Fiji,SFO,"San Francisco, CA",United States,True,13
Atlas Air Inc.,SLC,"Salt Lake City, UT",United States,SFO,"San Francisco, CA",United States,False,182
"Jet Aviation Flight Services, Inc.",MCO,"Orlando, FL",United States,SFO,"San Francisco, CA",United States,True,73
United Air Lines Inc.,MCI,"Kansas City, MO",United States,SFO,"San Francisco, CA",United States,True,38
United Air Lines Inc.,LGB,"Long Beach, CA",United States,SFO,"San Francisco, CA",United States,True,14
United Air Lines Inc.,IAD,"Washington, DC",United States,SFO,"San Francisco, CA",United States,True,99
American Airlines Inc.,AMA,"Amarillo, TX",United States,SFO,"San Francisco, CA",United States,True,1
United Air Lines Inc.,SDF,"Louisville, KY",United States,SFO,"San Francisco, CA",United States,True,1
Virgin America,OGG,"Kahului, HI",United States,SFO,"San Francisco, CA",United States,True,61
Emirates,DXB,"Dubai, United Arab Emirates",United Arab Emirates,SFO,"San Francisco, CA",United States,True,12
Scandinavian Airlines Sys.,ARN,"Stockholm, Sweden",Sweden,SFO,"San Francisco, CA",United States,True,2
Nippon Cargo Airlines,NRT,"Tokyo, Japan",Japan,SFO,"San Francisco, CA",United States,False,35
